agentid,date,agent,department,answered,resolved,speedofanswer,avgtalkduration,satisfaction,callpurpose
ID1233,23/01/2015 9:40,Greg,Air Conditioner,Y,Y,112,0:03:37,5,Returns
ID1234,23/01/2015 9:40,Stewart,Fridge,Y,Y,116,0:02:42,3,Returns
ID1235,23/01/2015 9:51,Becky,Toaster,Y,N,112,0:06:18,2,How-to
ID1236,23/01/2015 9:51,Dan,Television,Y,Y,53,0:05:46,4,Returns
ID1237,23/01/2015 9:57,Diane,Fridge,Y,Y,12,0:05:31,3,Billing
ID1238,23/01/2015 9:57,Joe,Air Conditioner,Y,N,120,0:00:54,4,Broken Product
ID1239,23/01/2015 10:49,Diane,Fridge,N,N,,,,Broken Product
ID1240,23/01/2015 10:49,Dan,Air Conditioner,Y,Y,118,0:02:49,4,Broken Product
ID1241,23/01/2015 11:00,Jim,Washing Machine,Y,Y,121,0:02:49,2,
ID1242,23/01/2015 11:00,Martha,Television,Y,Y,83,0:06:48,5,How-to
ID1243,23/01/2015 11:18,Joe,Television,Y,Y,84,0:01:21,5,Returns
ID1244,23/01/2015 11:18,Becky,Toaster,Y,N,63,0:05:00,4,Returns
ID1245,23/01/2015 11:29,Jim,Air Conditioner,Y,Y,33,0:03:29,3,New Purchase
ID1246,23/01/2015 11:29,Dan,Washing Machine,N,N,,,,How-to
ID1247,23/01/2015 11:32,Greg,Fridge,Y,N,10,0:01:01,5,How-to
ID1248,23/01/2015 11:32,Joe,Fridge,Y,Y,100,0:00:42,5,Broken Product
ID1249,23/01/2015 11:35,Diane,Washing Machine,Y,Y,110,0:05:03,5,Billing
ID1250,23/01/2015 11:35,Stewart,Toaster,Y,Y,28,0:05:16,2,Billing
ID1251,23/01/2015 11:36,Joe,Fridge,Y,Y,74,0:01:15,3,How-to
ID1252,23/01/2015 11:36,Jim,Fridge,Y,Y,18,0:01:21,3,Broken Product
ID1253,23/01/2015 11:44,Becky,Television,Y,Y,22,0:06:12,3,Returns
ID1254,23/01/2015 11:44,Diane,Television,N,N,,,,Returns
ID1255,23/01/2015 11:55,Martha,Washing Machine,Y,Y,15,0:03:37,3,
ID1256,23/01/2015 11:55,Martha,Fridge,Y,Y,120,0:04:12,2,New Purchase
ID1257,23/01/2015 12:14,Martha,Washing Machine,Y,Y,26,0:03:47,3,Billing
ID1258,23/01/2015 12:14,Diane,Toaster,Y,Y,33,0:01:44,5,New Purchase
ID1259,23/01/2015 12:43,Dan,Television,Y,Y,18,0:01:14,4,Billing
ID1260,23/01/2015 12:43,Greg,Toaster,Y,Y,29,0:05:55,5,Returns
ID1261,23/01/2015 12:54,Greg,Toaster,Y,Y,89,0:01:34,2,How-to
ID1262,23/01/2015 12:54,Martha,Air Conditioner,N,N,,,,How-to
ID1263,23/01/2015 13:33,Diane,Fridge,Y,Y,44,0:03:12,5,How-to
ID1264,23/01/2015 13:33,Diane,Washing Machine,Y,N,62,0:03:33,4,How-to
ID1265,23/01/2015 13:37,Dan,Fridge,Y,Y,29,0:01:50,5,Billing
ID1266,23/01/2015 13:37,Joe,Fridge,Y,Y,10,0:06:42,5,Billing
ID1267,23/01/2015 14:13,Dan,Toaster,Y,Y,75,0:02:00,4,Broken Product
ID1268,23/01/2015 14:13,Martha,Television,N,N,,,,Billing
ID1269,23/01/2015 14:52,Dan,Air Conditioner,Y,Y,33,0:01:06,5,Broken Product
ID1270,23/01/2015 14:52,Becky,Air Conditioner,N,N,,,,How-to
ID1271,23/01/2015 16:01,Becky,Toaster,Y,N,56,0:01:58,4,How-to
ID1272,23/01/2015 16:01,Martha,Fridge,N,N,,,,Returns
ID1273,23/01/2015 16:13,Stewart,Washing Machine,Y,N,31,0:00:31,3,Returns
ID1274,23/01/2015 16:13,Greg,Television,Y,Y,56,0:01:20,2,How-to
ID1275,23/01/2015 16:37,Jim,Toaster,Y,Y,53,0:01:43,4,Broken Product
ID1276,23/01/2015 16:37,Diane,Air Conditioner,Y,Y,12,0:05:48,3,Broken Product
ID1277,23/01/2015 16:45,Stewart,Television,Y,Y,53,0:06:03,3,New Purchase
ID1278,23/01/2015 16:45,Diane,Television,Y,Y,116,0:04:58,3,Billing
ID1279,23/01/2015 17:24,Joe,Toaster,Y,Y,19,0:01:11,4,Broken Product
ID1280,23/01/2015 17:24,Dan,Washing Machine,N,N,,,,New Purchase
ID1281,23/01/2015 17:41,Joe,Television,Y,Y,74,0:05:54,2,Billing
ID1282,23/01/2015 17:41,Greg,Television,Y,Y,85,0:02:44,3,Broken Product
ID1283,23/01/2015 17:44,Greg,Washing Machine,N,N,,,,Broken Product
ID1284,23/01/2015 17:44,Stewart,Toaster,N,N,,,,Billing
ID1285,24/01/2015 9:05,Dan,Toaster,N,N,,,,Broken Product
ID1286,24/01/2015 9:05,Diane,Television,Y,Y,48,0:06:36,2,Broken Product
ID1287,24/01/2015 9:05,Joe,Toaster,Y,Y,57,0:04:32,3,Broken Product
ID1288,24/01/2015 9:05,Jim,Fridge,Y,N,116,0:05:09,3,Returns
ID1289,24/01/2015 9:12,Greg,Fridge,Y,Y,21,0:00:50,1,New Purchase
ID1290,24/01/2015 9:12,Martha,Washing Machine,Y,Y,87,0:02:11,3,New Purchase
ID1291,24/01/2015 9:20,Joe,Air Conditioner,Y,Y,42,0:03:56,3,Returns
ID1292,24/01/2015 9:20,Greg,Air Conditioner,Y,Y,86,0:01:28,1,Billing
ID1293,24/01/2015 9:24,Joe,Toaster,Y,Y,95,0:03:05,5,Billing
ID1294,24/01/2015 9:24,Joe,Washing Machine,N,N,,,,Returns
ID1295,24/01/2015 9:54,Jim,Air Conditioner,Y,Y,109,0:05:47,3,Billing
ID1296,24/01/2015 9:54,Greg,Toaster,N,N,,,,Broken Product
ID1297,24/01/2015 10:03,Greg,Fridge,Y,Y,104,0:05:35,2,How-to
ID1298,24/01/2015 10:03,Martha,Toaster,Y,Y,123,0:01:55,1,New Purchase
ID1299,24/01/2015 10:04,Martha,Television,Y,Y,72,0:05:11,5,Billing
ID1300,24/01/2015 10:04,Jim,Air Conditioner,N,N,,,,Broken Product
ID1301,24/01/2015 10:04,Stewart,Washing Machine,Y,N,28,0:00:52,4,Billing
ID1302,24/01/2015 10:04,Dan,Television,Y,Y,124,0:03:13,4,
ID1303,24/01/2015 10:29,Jim,Toaster,Y,Y,16,0:04:35,4,Broken Product
ID1304,24/01/2015 10:29,Martha,Fridge,N,N,,,,Broken Product
ID1305,24/01/2015 10:32,Joe,Fridge,Y,Y,125,0:00:31,3,How-to
ID1306,24/01/2015 10:32,Becky,Washing Machine,N,N,,,,Returns
ID1307,24/01/2015 11:11,Dan,Washing Machine,Y,Y,61,0:03:05,3,Billing
ID1308,24/01/2015 11:11,Diane,Television,Y,Y,55,0:06:30,1,Billing
ID1309,24/01/2015 11:42,Becky,Air Conditioner,Y,Y,41,0:03:54,4,How-to
ID1310,24/01/2015 11:42,Greg,Washing Machine,Y,Y,81,0:06:19,3,
ID1311,24/01/2015 12:21,Stewart,Washing Machine,Y,Y,112,0:03:43,3,How-to
ID1312,24/01/2015 12:21,Diane,Television,Y,Y,58,0:04:19,4,New Purchase
ID1313,24/01/2015 12:25,Jim,Television,Y,N,61,0:00:42,5,Billing
ID1314,24/01/2015 12:25,Becky,Toaster,Y,Y,51,0:06:44,3,New Purchase
ID1315,24/01/2015 13:00,Jim,Television,Y,Y,102,0:03:59,4,Broken Product
ID1316,24/01/2015 13:00,Joe,Toaster,Y,Y,19,0:05:43,4,Billing
ID1317,24/01/2015 13:13,Dan,Television,Y,Y,33,0:03:06,2,Returns
ID1318,24/01/2015 13:13,Joe,Air Conditioner,Y,Y,113,0:06:04,3,How-to
ID1319,24/01/2015 14:15,Diane,Air Conditioner,Y,Y,28,0:03:50,5,How-to
ID1320,24/01/2015 14:15,Dan,Air Conditioner,Y,Y,46,0:04:43,1,
ID1321,24/01/2015 14:45,Joe,Air Conditioner,Y,Y,76,0:01:09,3,Returns
ID1322,24/01/2015 14:45,Diane,Air Conditioner,Y,Y,124,0:03:09,2,Broken Product
ID1323,24/01/2015 14:47,Martha,Air Conditioner,Y,Y,96,0:04:30,2,How-to
ID1324,24/01/2015 14:47,Greg,Television,Y,N,110,0:05:03,5,Returns
ID1325,24/01/2015 15:48,Dan,Toaster,Y,Y,116,0:03:39,5,New Purchase
ID1326,24/01/2015 15:48,Dan,Toaster,Y,Y,14,0:06:11,5,Billing
ID1327,24/01/2015 15:59,Stewart,Fridge,Y,Y,53,0:06:01,4,New Purchase
ID1328,24/01/2015 15:59,Joe,Television,Y,Y,37,0:04:49,2,
ID1329,24/01/2015 16:01,Greg,Fridge,Y,Y,68,0:00:43,1,How-to
ID1330,24/01/2015 16:01,Greg,Television,Y,Y,43,0:03:10,3,Billing
ID1331,24/01/2015 16:45,Greg,Air Conditioner,Y,Y,19,0:02:21,3,Returns
ID1332,24/01/2015 16:45,Stewart,Air Conditioner,Y,Y,47,0:04:26,3,Broken Product
ID1333,24/01/2015 17:16,Becky,Washing Machine,N,N,,,,New Purchase
ID1334,24/01/2015 17:16,Greg,Toaster,Y,Y,84,0:06:21,4,
ID1335,24/01/2015 17:25,Jim,Toaster,Y,Y,17,0:02:35,1,How-to
ID1336,24/01/2015 17:25,Becky,Toaster,Y,Y,116,0:01:17,4,Billing
ID1337,24/01/2015 17:54,Diane,Fridge,Y,Y,22,0:01:46,4,New Purchase
ID1338,24/01/2015 17:54,Jim,Air Conditioner,Y,Y,10,0:06:13,4,
ID1339,25/01/2015 9:15,Dan,Television,Y,Y,76,0:01:32,4,Broken Product
ID1340,25/01/2015 9:15,Joe,Toaster,Y,Y,104,0:06:36,4,Broken Product
ID1341,25/01/2015 9:25,Jim,Television,Y,Y,44,0:06:50,3,Returns
ID1342,25/01/2015 9:25,Jim,Fridge,Y,Y,24,0:03:40,5,
ID1343,25/01/2015 9:33,Dan,Air Conditioner,Y,Y,40,0:06:57,3,How-to
ID1344,25/01/2015 9:33,Becky,Toaster,Y,Y,57,0:05:45,4,Broken Product
ID1345,25/01/2015 9:37,Stewart,Air Conditioner,Y,Y,19,0:06:23,3,Broken Product
ID1346,25/01/2015 9:37,Martha,Television,Y,Y,55,0:06:35,3,Broken Product
ID1347,25/01/2015 10:10,Martha,Washing Machine,Y,Y,102,0:05:13,5,How-to
ID1348,25/01/2015 10:10,Joe,Toaster,Y,N,123,0:00:38,3,Billing
ID1349,25/01/2015 10:27,Diane,Fridge,N,N,,,,How-to
ID1350,25/01/2015 10:27,Joe,Washing Machine,N,N,,,,Broken Product
ID1351,25/01/2015 10:42,Joe,Television,Y,Y,115,0:05:58,4,Billing
ID1352,25/01/2015 10:42,Dan,Air Conditioner,Y,Y,53,0:06:05,5,Broken Product
ID1353,25/01/2015 11:03,Diane,Air Conditioner,Y,Y,61,0:02:05,5,Billing
ID1354,25/01/2015 11:03,Diane,Air Conditioner,Y,Y,99,0:05:33,5,Broken Product
ID1355,25/01/2015 11:42,Greg,Fridge,N,N,,,,Returns
ID1356,25/01/2015 11:42,Greg,Toaster,Y,N,57,0:02:26,3,Returns
ID1357,25/01/2015 11:48,Diane,Washing Machine,Y,Y,24,0:04:43,3,Billing
ID1358,25/01/2015 11:48,Stewart,Washing Machine,Y,Y,75,0:01:43,4,Returns
ID1359,25/01/2015 11:54,Joe,Washing Machine,Y,Y,72,0:05:31,4,Billing
ID1360,25/01/2015 11:54,Stewart,Toaster,Y,Y,73,0:03:14,4,How-to
ID1361,25/01/2015 11:54,Martha,Toaster,Y,N,105,0:03:05,4,New Purchase
ID1362,25/01/2015 11:54,Greg,Air Conditioner,Y,Y,75,0:03:45,3,Broken Product
ID1363,25/01/2015 12:00,Becky,Toaster,Y,Y,29,0:04:49,4,Returns
ID1364,25/01/2015 12:00,Stewart,Air Conditioner,Y,Y,41,0:01:43,1,Broken Product
ID1365,25/01/2015 12:10,Martha,Fridge,Y,Y,93,0:03:11,4,Billing
ID1366,25/01/2015 12:10,Jim,Fridge,N,N,,,,Returns
ID1367,25/01/2015 12:12,Dan,Fridge,Y,Y,73,0:05:35,3,New Purchase
ID1368,25/01/2015 12:12,Stewart,Television,N,N,,,,Returns
ID1369,25/01/2015 12:18,Greg,Toaster,Y,Y,112,0:01:21,4,Billing
ID1370,25/01/2015 12:18,Diane,Toaster,Y,Y,37,0:05:39,4,How-to
ID1371,25/01/2015 12:21,Greg,Washing Machine,Y,Y,59,0:05:50,5,How-to
ID1372,25/01/2015 12:21,Jim,Air Conditioner,N,N,,,,Returns
ID1373,25/01/2015 12:21,Becky,Air Conditioner,Y,Y,56,0:01:23,3,Broken Product
ID1374,25/01/2015 12:21,Greg,Washing Machine,Y,Y,56,0:05:12,3,New Purchase
ID1375,25/01/2015 12:43,Jim,Fridge,N,N,,,,Broken Product
ID1376,25/01/2015 12:43,Stewart,Fridge,Y,Y,43,0:06:30,5,Returns
ID1377,25/01/2015 12:53,Dan,Toaster,Y,Y,80,0:06:09,2,Billing
ID1378,25/01/2015 12:53,Jim,Fridge,Y,Y,66,0:06:03,3,Billing
ID1379,25/01/2015 14:11,Becky,Washing Machine,Y,Y,54,0:04:11,3,Billing
ID1380,25/01/2015 14:11,Joe,Television,Y,Y,94,0:05:03,2,
ID1381,25/01/2015 14:11,Becky,Television,N,N,,,,New Purchase
ID1382,25/01/2015 14:11,Martha,Television,Y,Y,24,0:04:04,4,How-to
ID1383,25/01/2015 14:12,Diane,Television,N,N,,,,Broken Product
ID1384,25/01/2015 14:12,Martha,Washing Machine,Y,Y,108,0:06:36,3,Returns
ID1385,25/01/2015 14:26,Joe,Toaster,Y,Y,106,0:00:54,3,Returns
ID1386,25/01/2015 14:26,Joe,Air Conditioner,N,N,,,,Returns
ID1387,25/01/2015 14:34,Becky,Toaster,Y,Y,111,0:06:03,3,Returns
ID1388,25/01/2015 14:34,Joe,Fridge,Y,Y,56,0:03:18,3,How-to
ID1389,25/01/2015 15:04,Dan,Washing Machine,Y,Y,78,0:05:10,4,How-to
ID1390,25/01/2015 15:04,Stewart,Television,Y,Y,15,0:02:10,3,Billing
ID1391,25/01/2015 15:05,Becky,Toaster,N,N,,,,Broken Product
ID1392,25/01/2015 15:05,Martha,Television,Y,Y,50,0:00:32,3,How-to
ID1393,25/01/2015 15:20,Dan,Television,Y,Y,53,0:03:48,3,Returns
ID1394,25/01/2015 15:20,Joe,Air Conditioner,Y,Y,106,0:06:35,1,Returns
ID1395,25/01/2015 15:51,Diane,Fridge,Y,Y,44,0:05:57,5,Billing
ID1396,25/01/2015 15:51,Becky,Washing Machine,N,N,,,,Broken Product
ID1397,25/01/2015 15:53,Greg,Fridge,Y,Y,31,0:04:53,3,New Purchase
ID1398,25/01/2015 15:53,Joe,Fridge,Y,Y,41,0:05:02,5,Returns
ID1399,25/01/2015 16:13,Becky,Television,Y,Y,109,0:05:46,3,How-to
ID1400,25/01/2015 16:13,Martha,Fridge,Y,Y,13,0:01:09,3,Returns
ID1401,25/01/2015 17:32,Diane,Toaster,Y,Y,19,0:06:38,5,Broken Product
ID1402,25/01/2015 17:32,Stewart,Washing Machine,Y,Y,76,0:05:44,5,Returns
ID1403,26/01/2015 9:05,Becky,Washing Machine,Y,Y,86,0:01:02,4,Returns
ID1404,26/01/2015 9:05,Martha,Washing Machine,Y,Y,63,0:02:25,4,Broken Product
ID1405,26/01/2015 9:30,Dan,Toaster,Y,Y,113,0:00:51,5,Billing
ID1406,26/01/2015 9:30,Greg,Fridge,Y,Y,84,0:01:17,3,Returns
ID1407,26/01/2015 9:41,Jim,Fridge,Y,N,41,0:03:26,4,
ID1408,26/01/2015 9:41,Becky,Toaster,Y,Y,13,0:03:53,3,How-to
ID1409,26/01/2015 9:51,Stewart,Air Conditioner,N,N,,,,
ID1410,26/01/2015 9:51,Jim,Toaster,Y,Y,79,0:02:50,3,Broken Product
ID1411,26/01/2015 10:27,Diane,Washing Machine,Y,Y,103,0:02:31,3,New Purchase
ID1412,26/01/2015 10:27,Diane,Washing Machine,Y,Y,68,0:02:18,3,Broken Product
ID1413,26/01/2015 10:40,Diane,Washing Machine,Y,Y,57,0:05:29,2,New Purchase
ID1414,26/01/2015 10:40,Stewart,Toaster,N,N,,,,Returns
ID1415,26/01/2015 10:50,Diane,Toaster,Y,Y,72,0:01:31,3,Returns
ID1416,26/01/2015 10:50,Stewart,Television,Y,Y,53,0:05:52,5,Broken Product
ID1417,26/01/2015 10:52,Becky,Washing Machine,Y,Y,16,0:03:35,1,How-to
ID1418,26/01/2015 10:52,Becky,Air Conditioner,Y,Y,77,0:01:42,3,Broken Product
ID1419,26/01/2015 10:59,Dan,Toaster,Y,Y,68,0:06:48,5,Billing
ID1420,26/01/2015 10:59,Dan,Television,Y,Y,50,0:02:46,4,How-to
ID1421,26/01/2015 11:19,Joe,Fridge,N,N,,,,Billing
ID1422,26/01/2015 11:19,Dan,Toaster,Y,Y,68,0:05:16,3,How-to
ID1423,26/01/2015 11:47,Diane,Television,Y,Y,39,0:03:52,5,Returns
ID1424,26/01/2015 11:47,Diane,Washing Machine,Y,Y,78,0:06:35,4,Broken Product
ID1425,26/01/2015 12:48,Diane,Television,Y,Y,106,0:01:52,3,Returns
ID1426,26/01/2015 12:48,Becky,Television,N,N,,,,How-to
ID1427,26/01/2015 12:50,Dan,Fridge,Y,Y,66,0:00:44,3,Broken Product
ID1428,26/01/2015 12:50,Greg,Air Conditioner,Y,Y,120,0:04:21,5,Broken Product
ID1429,26/01/2015 12:56,Stewart,Television,Y,Y,115,0:02:27,3,How-to
ID1430,26/01/2015 12:56,Stewart,Toaster,Y,Y,28,0:04:37,4,
ID1431,26/01/2015 13:04,Dan,Television,Y,Y,57,0:01:30,3,New Purchase
ID1432,26/01/2015 13:04,Diane,Television,Y,Y,110,0:05:17,2,Broken Product
ID1433,26/01/2015 13:04,Dan,Air Conditioner,Y,Y,103,0:02:51,4,How-to
ID1434,26/01/2015 13:04,Jim,Air Conditioner,Y,Y,94,0:06:12,5,Returns
ID1435,26/01/2015 14:08,Jim,Television,Y,Y,61,0:04:47,5,New Purchase
ID1436,26/01/2015 14:08,Stewart,Television,N,N,,,,Broken Product
ID1437,26/01/2015 14:18,Jim,Television,Y,Y,77,0:04:26,2,How-to
ID1438,26/01/2015 14:18,Greg,Washing Machine,Y,Y,56,0:03:44,4,Billing
ID1439,26/01/2015 14:26,Diane,Fridge,Y,Y,65,0:06:42,5,Broken Product
ID1440,26/01/2015 14:26,Becky,Air Conditioner,Y,Y,99,0:05:42,3,Billing
ID1441,26/01/2015 14:51,Diane,Fridge,Y,Y,40,0:04:48,3,Broken Product
ID1442,26/01/2015 14:51,Stewart,Toaster,Y,Y,110,0:05:20,3,Returns
ID1443,26/01/2015 15:15,Diane,Fridge,Y,Y,109,0:00:52,1,How-to
ID1444,26/01/2015 15:15,Martha,Washing Machine,Y,Y,116,0:05:08,3,
ID1445,26/01/2015 15:21,Martha,Television,Y,Y,82,0:02:18,2,Returns
ID1446,26/01/2015 15:21,Greg,Washing Machine,Y,Y,65,0:02:29,4,Billing
ID1447,26/01/2015 15:25,Dan,Washing Machine,Y,Y,24,0:03:29,4,Returns
ID1448,26/01/2015 15:25,Diane,Toaster,Y,Y,125,0:01:22,5,
ID1449,26/01/2015 15:28,Greg,Fridge,Y,Y,87,0:01:04,5,
ID1450,26/01/2015 15:28,Jim,Television,Y,Y,119,0:00:43,4,How-to
ID1451,26/01/2015 15:30,Diane,Washing Machine,Y,Y,94,0:00:46,4,Returns
ID1452,26/01/2015 15:30,Dan,Toaster,N,N,,,,How-to
ID1453,26/01/2015 15:37,Dan,Toaster,Y,Y,19,0:05:37,1,How-to
ID1454,26/01/2015 15:37,Dan,Washing Machine,Y,Y,68,0:02:44,3,How-to
ID1455,26/01/2015 16:00,Joe,Toaster,Y,Y,36,0:06:22,3,Returns
ID1456,26/01/2015 16:00,Martha,Toaster,Y,Y,50,0:01:06,4,Broken Product
ID1457,26/01/2015 16:06,Becky,Toaster,N,N,,,,Returns
ID1458,26/01/2015 16:06,Greg,Washing Machine,Y,Y,60,0:02:14,3,How-to
ID1459,26/01/2015 17:18,Becky,Washing Machine,Y,Y,38,0:06:58,1,How-to
ID1460,26/01/2015 17:18,Becky,Washing Machine,Y,Y,115,0:06:15,3,Broken Product
ID1461,26/01/2015 17:52,Dan,Television,Y,Y,82,0:06:37,1,Billing
ID1462,26/01/2015 17:52,Jim,Air Conditioner,Y,Y,34,0:04:18,2,Broken Product
ID1463,27/01/2015 9:10,Diane,Television,Y,Y,95,0:02:55,3,Billing
ID1464,27/01/2015 9:10,Diane,Washing Machine,Y,Y,13,0:03:14,5,New Purchase
ID1465,27/01/2015 9:38,Becky,Air Conditioner,Y,Y,22,0:04:12,3,Broken Product
ID1466,27/01/2015 9:38,Greg,Television,N,N,,,,Returns
ID1467,27/01/2015 9:41,Martha,Fridge,Y,Y,86,0:02:52,1,Broken Product
ID1468,27/01/2015 9:41,Joe,Washing Machine,Y,Y,20,0:04:23,4,Broken Product
ID1469,27/01/2015 9:54,Greg,Toaster,N,N,,,,Broken Product
ID1470,27/01/2015 9:54,Martha,Washing Machine,Y,Y,36,0:04:21,4,Billing
ID1471,27/01/2015 9:57,Martha,Television,Y,Y,118,0:03:27,4,Broken Product
ID1472,27/01/2015 9:57,Stewart,Washing Machine,Y,Y,40,0:04:06,4,Billing
ID1473,27/01/2015 10:43,Jim,Washing Machine,Y,Y,97,0:06:37,4,Billing
ID1474,27/01/2015 10:43,Martha,Washing Machine,Y,Y,75,0:02:50,4,
ID1475,27/01/2015 11:09,Dan,Air Conditioner,Y,Y,61,0:02:39,3,Returns
ID1476,27/01/2015 11:09,Dan,Television,Y,Y,125,0:06:05,5,Broken Product
ID1477,27/01/2015 12:40,Jim,Washing Machine,N,N,,,,Returns
ID1478,27/01/2015 12:40,Dan,Air Conditioner,Y,Y,33,0:05:52,5,New Purchase
ID1479,27/01/2015 13:00,Martha,Air Conditioner,N,N,,,,How-to
ID1480,27/01/2015 13:00,Martha,Television,Y,Y,50,0:03:51,5,Returns
ID1481,27/01/2015 13:03,Jim,Fridge,Y,Y,114,0:04:21,3,Returns
ID1482,27/01/2015 13:03,Jim,Air Conditioner,N,N,,,,Billing
ID1483,27/01/2015 13:07,Dan,Television,Y,Y,58,0:02:01,4,How-to
ID1484,27/01/2015 13:07,Diane,Television,Y,Y,86,0:03:27,2,
ID1485,27/01/2015 13:09,Dan,Television,Y,Y,45,0:03:53,5,Returns
ID1486,27/01/2015 13:09,Dan,Television,Y,Y,84,0:02:33,2,Broken Product
ID1487,27/01/2015 13:22,Diane,Washing Machine,Y,Y,15,0:06:54,2,Billing
ID1488,27/01/2015 13:22,Stewart,Fridge,Y,Y,47,0:04:07,2,How-to
ID1489,27/01/2015 13:27,Dan,Toaster,Y,Y,27,0:02:37,3,Returns
ID1490,27/01/2015 13:27,Martha,Fridge,Y,Y,49,0:01:24,4,Billing
ID1491,27/01/2015 13:52,Joe,Washing Machine,Y,Y,50,0:01:45,4,Broken Product
ID1492,27/01/2015 13:52,Greg,Television,Y,Y,87,0:05:01,2,How-to
ID1493,27/01/2015 14:45,Jim,Fridge,Y,Y,87,0:06:34,3,New Purchase
ID1494,27/01/2015 14:45,Jim,Toaster,Y,Y,15,0:05:58,3,How-to
ID1495,27/01/2015 14:54,Dan,Air Conditioner,Y,Y,123,0:06:49,5,How-to
ID1496,27/01/2015 14:54,Becky,Toaster,Y,Y,32,0:04:42,3,Billing
ID1497,27/01/2015 15:21,Stewart,Toaster,Y,Y,10,0:01:25,5,How-to
ID1498,27/01/2015 15:21,Dan,Fridge,Y,Y,19,0:04:43,2,Broken Product
ID1499,27/01/2015 15:23,Becky,Fridge,Y,Y,10,0:06:04,5,Billing
ID1500,27/01/2015 15:23,Diane,Television,N,N,,,,
ID1501,27/01/2015 15:40,Stewart,Television,Y,Y,112,0:02:43,4,Billing
ID1502,27/01/2015 15:40,Becky,Washing Machine,Y,N,10,0:03:42,4,Broken Product
ID1503,27/01/2015 16:00,Jim,Fridge,Y,Y,26,0:01:56,2,Billing
ID1504,27/01/2015 16:00,Martha,Fridge,Y,Y,96,0:06:29,4,Billing
ID1505,27/01/2015 16:01,Dan,Toaster,Y,Y,99,0:04:22,3,Billing
ID1506,27/01/2015 16:01,Greg,Air Conditioner,N,N,,,,Billing
ID1507,27/01/2015 16:10,Jim,Fridge,Y,Y,77,0:03:15,5,Broken Product
ID1508,27/01/2015 16:10,Joe,Fridge,Y,Y,16,0:05:21,4,Broken Product
ID1509,27/01/2015 16:58,Martha,Washing Machine,Y,Y,100,0:02:43,4,How-to
ID1510,27/01/2015 16:58,Jim,Washing Machine,Y,Y,27,0:05:09,3,Billing
ID1511,27/01/2015 17:00,Becky,Toaster,Y,Y,31,0:04:27,1,New Purchase
ID1512,27/01/2015 17:00,Joe,Washing Machine,Y,Y,33,0:06:32,2,New Purchase
ID1513,27/01/2015 17:12,Jim,Television,Y,Y,107,0:03:07,4,Broken Product
ID1514,27/01/2015 17:12,Dan,Toaster,Y,Y,77,0:06:04,3,How-to
ID1515,27/01/2015 17:18,Jim,Television,Y,Y,28,0:03:04,5,New Purchase
ID1516,27/01/2015 17:18,Greg,Washing Machine,N,N,,,,Returns
ID1517,27/01/2015 17:42,Jim,Washing Machine,Y,Y,93,0:00:56,4,How-to
ID1518,27/01/2015 17:42,Martha,Air Conditioner,N,N,,,,Returns
ID1519,28/01/2015 9:04,Jim,Television,Y,Y,46,0:04:27,5,Billing
ID1520,28/01/2015 9:04,Joe,Television,Y,Y,14,0:05:41,3,
ID1521,28/01/2015 9:11,Greg,Fridge,Y,Y,58,0:04:57,3,Returns
ID1522,28/01/2015 9:11,Martha,Toaster,Y,Y,61,0:05:16,3,How-to
ID1523,28/01/2015 9:12,Martha,Toaster,Y,Y,38,0:06:24,4,Broken Product
ID1524,28/01/2015 9:12,Martha,Toaster,Y,Y,39,0:05:36,3,
ID1525,28/01/2015 9:46,Stewart,Air Conditioner,Y,Y,87,0:01:34,4,How-to
ID1526,28/01/2015 9:46,Stewart,Air Conditioner,Y,Y,26,0:01:55,2,How-to
ID1527,28/01/2015 10:04,Greg,Air Conditioner,Y,N,120,0:01:27,4,Billing
ID1528,28/01/2015 10:04,Dan,Toaster,Y,Y,123,0:01:57,4,Returns
ID1529,28/01/2015 10:40,Diane,Washing Machine,Y,Y,48,0:01:31,3,How-to
ID1530,28/01/2015 10:40,Diane,Television,Y,N,58,0:02:35,1,Billing
ID1531,28/01/2015 10:52,Martha,Washing Machine,Y,Y,90,0:04:45,3,Broken Product
ID1532,28/01/2015 10:52,Dan,Toaster,Y,Y,104,0:06:11,5,Returns
ID1533,28/01/2015 11:06,Stewart,Television,Y,Y,41,0:03:08,4,Billing
ID1534,28/01/2015 11:06,Greg,Air Conditioner,Y,Y,26,0:01:47,5,New Purchase
ID1535,28/01/2015 11:21,Becky,Toaster,Y,Y,66,0:05:44,4,Returns
ID1536,28/01/2015 11:21,Becky,Fridge,Y,Y,65,0:01:51,5,Broken Product
ID1537,28/01/2015 11:29,Becky,Fridge,Y,Y,22,0:05:02,3,How-to
ID1538,28/01/2015 11:29,Joe,Television,Y,N,96,0:03:54,1,New Purchase
ID1539,28/01/2015 11:54,Diane,Air Conditioner,Y,Y,101,0:04:45,4,How-to
ID1540,28/01/2015 11:54,Becky,Fridge,Y,Y,124,0:01:38,4,How-to
ID1541,28/01/2015 11:55,Dan,Washing Machine,Y,Y,28,0:05:25,3,How-to
ID1542,28/01/2015 11:55,Becky,Washing Machine,Y,Y,90,0:03:49,3,Returns
ID1543,28/01/2015 12:46,Martha,Washing Machine,Y,Y,111,0:03:55,5,How-to
ID1544,28/01/2015 12:46,Becky,Television,Y,Y,123,0:00:41,4,
